id,source_line,section,kind,source_text,code_locations,test_locations,criterion,implementation_linked,real_acceptance,evidence,acceptance_note
Q2F-L0087-S1,87,2.2.2,sentence,\],src\q2\data.py:61#calendar_for_day;src\q2\policy.py:48#respond,src\q2\test_dispatch.py:14#test_load_priority_and_soc_clipping,prepare,True,True,raw/prepared_manifest.json;inputs/processed/quality_checks.csv,原始附件逐值回读及完整准备库摘要核验通过
Q2F-L0089-S1,89,2.2.2,sentence,换算为电量 kWh，以避免预测与优化阶段的单位混淆。,src\q2\data.py:61#calendar_for_day;src\q2\policy.py:48#respond,src\q2\test_dispatch.py:14#test_load_priority_and_soc_clipping,prepare,True,True,raw/prepared_manifest.json;inputs/processed/quality_checks.csv,原始附件逐值回读及完整准备库摘要核验通过
Q2F-L0091-S1,91,2.2.3,markup,### 2.2.3 严格信息边界与离线分析边界,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0093-S1,93,2.2.3,sentence,问题二要求每天 0:00 制定当天计划，因此任何历史时点的预测、模型更新、场景构造和参数选择都必须遵守真实信息到达顺序。,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0093-S2,93,2.2.3,sentence,预测第 \(d\) 日时，只允许使用第 \(d\) 日 0:00 以前已经实现的数据：,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0095-S1,95,2.2.3,sentence,\[,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0096-S1,96,2.2.3,sentence,\boxed{,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0097-S1,97,2.2.3,sentence,\mathcal I_d=,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0098-S1,98,2.2.3,sentence,"\{L_{j,t},P_{j,t}^{PV}:j<d\}.",src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0099-S1,99,2.2.3,sentence,},src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0100-S1,100,2.2.3,sentence,\],src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0102-S1,102,2.2.3,sentence,第 \(d\) 日及之后的真实数据只能用于事后评价，不能反向参与第 \(d\) 日的预测参数估计、模型选择、残差场景构造或风险参数确定。,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0102-S2,102,2.2.3,sentence,因此，本文不采用随机打乱全年样本的训练—测试划分，而采用逐日滚动样本外评估。,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0104-S1,104,2.2.3,sentence,同时必须区分两类图表的用途：,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0106-S1,106,2.2.3,sentence,1. **全年热力图、全年 ACF/PACF、月平均日曲线等用于论文中的事后描述与机理解释**，用于展示全年总体规律；,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0107-S1,107,2.2.3,sentence,2. **在线滚动决策不能利用这些未来区间信息反向改变历史决策**。,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0107-S2,107,2.2.3,sentence,候选模型集合和特征字典在正式滚动回测前预先固定；,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0107-S3,107,2.2.3,sentence,在第 \(d\) 日真正用于预测的模型参数、历史表现统计和模型选择只允许基于 \(\mathcal I_d\)。,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0109-S1,109,2.2.3,sentence,因此，全文关于“ACF/PACF 指导特征设计”的含义统一理解为：日周期、周周期等候选滞后由自然时间结构和预先设定的候选特征给出；,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0109-S2,109,2.2.3,sentence,全年图形只负责**事后验证这些结构在全年是否稳定存在**，而不把未来数据带回 2 月等早期决策时点。,src\q2\shadows.py:45#build_shadow_library;src\q2\rolling.py:368#run_rollout;src\q2\shadows.py:95#choose_day,src\q2\test_forecast_dispatch.py:438#test_execution_cannot_call_optimizer_and_prefix_cannot_see_future,forecast,True,True,raw/shadows/frozen_lightgbm.json;raw/prepared_manifest.json,已复用并逐摘要核验完整影子预测库；本轮未重训预测器
Q2F-L0111-S1,111,2.2.4,markup,### 2.2.4 数据完整性与物理一致性检查,src\q2\data.py:74#read_attachment;src\q2\data.py:135#jump_context,src\q2\test_q2.py:22#Q2Tests,prepare,True,True,raw/prepared_manifest.json;inputs/processed/quality_checks.csv,原始附件逐值回读及完整准备库摘要核验通过
Q2F-L0113-S1,113,2.2.4,sentence,依次检查：,src\q2\data.py:74#read_attachment;src\q2\data.py:135#jump_context,src\q2\test_q2.py:22#Q2Tests,prepare,True,True,raw/prepared_manifest.json;inputs/processed/quality_checks.csv,原始附件逐值回读及完整准备库摘要核验通过
Q2F-L0115-S1,115,2.2.4,sentence,1. 全年日期是否连续；,src\q2\data.py:74#read_attachment;src\q2\data.py:135#jump_context,src\q2\test_q2.py:22#Q2Tests,prepare,True,True,raw/prepared_manifest.json;inputs/processed/quality_checks.csv,原始附件逐值回读及完整准备库摘要核验通过
Q2F-L0116-S1,116,2.2.4,sentence,2. 每日是否恰有 144 个时间段；,src\q2\data.py:74#read_attachment;src\q2\data.py:135#jump_context,src\q2\test_q2.py:22#Q2Tests,prepare,True,True,raw/prepared_manifest.json;inputs/processed/quality_checks.csv,原始附件逐值回读及完整准备库摘要核验通过
Q2F-L0117-S1,117,2.2.4,sentence,3. 是否存在重复时间戳；,src\q2\data.py:74#read_attachment;src\q2\data.py:135#jump_context,src\q2\test_q2.py:22#Q2Tests,prepare,True,True,raw/prepared_manifest.json;inputs/processed/quality_checks.csv,原始附件逐值回读及完整准备库摘要核验通过
Q2F-L0118-S1,118,2.2.4,sentence,4. 负荷和光伏是否存在缺失值；,src\q2\data.py:74#read_attachment;src\q2\data.py:135#jump_context,src\q2\test_q2.py:22#Q2Tests,prepare,True,True,raw/prepared_manifest.json;inputs/processed/quality_checks.csv,原始附件逐值回读及完整准备库摘要核验通过
Q2F-L0119-S1,119,2.2.4,sentence,5. 是否存在明显负负荷或负光伏功率；,src\q2\data.py:74#read_attachment;src\q2\data.py:135#jump_context,src\q2\test_q2.py:22#Q2Tests,prepare,True,True,raw/prepared_manifest.json;inputs/processed/quality_checks.csv,原始附件逐值回读及完整准备库摘要核验通过
Q2F-L0120-S1,120,2.2.4,sentence,6. 时间间隔是否始终为 10 min；,src\q2\data.py:74#read_attachment;src\q2\data.py:135#jump_context,src\q2\test_q2.py:22#Q2Tests,prepare,True,True,raw/prepared_manifest.json;inputs/processed/quality_checks.csv,原始附件逐值回读及完整准备库摘要核验通过
Q2F-L0121-S1,121,2.2.4,sentence,7. 单点突变是否具有邻近时段或相似日期的物理解释。,src\q2\data.py:74#read_attachment;src\q2\data.py:135#jump_context,src\q2\test_q2.py:22#Q2Tests,prepare,True,True,raw/prepared_manifest.json;inputs/processed/quality_checks.csv,原始附件逐值回读及完整准备库摘要核验通过
Q2F-L0123-S1,123,2.2.4,sentence,其中，光伏夜间为 0 属于正常物理现象，连续低光伏也可能由天气变化造成，因此不进行简单离群值删除或人为平滑。,src\q2\data.py:74#read_attachment;src\q2\data.py:135#jump_context,src\q2\test_q2.py:22#Q2Tests,prepare,True,True,raw/prepared_manifest.json;inputs/processed/quality_checks.csv,原始附件逐值回读及完整准备库摘要核验通过
Q2F-L0123-S2,123,2.2.4,sentence,数据清洗的目标是消除格式和明显物理错误，而不是压缩真实随机波动。,src\q2\data.py:74#read_attachment;src\q2\data.py:135#jump_context,src\q2\test_q2.py:22#Q2Tests,prepare,True,True,raw/prepared_manifest.json;inputs/processed/quality_checks.csv,原始附件逐值回读及完整准备库摘要核验通过
Q2F-L0126-S1,126,2.2.5,markup,### 2.2.5 1 月历史预热与 2 月 1 日初始 SOC,src\q2\rolling.py:322#warm_start;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:192#test_deterministic_certificate_matches_exact_model,warm_and_initials,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0128-S1,128,2.2.5,sentence,题目明确给出 2025 年 1 月 1 日 0:00 的储能电量为,src\q2\rolling.py:322#warm_start;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:192#test_deterministic_certificate_matches_exact_model,warm_and_initials,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0130-S1,130,2.2.5,sentence,\[,src\q2\rolling.py:322#warm_start;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:192#test_deterministic_certificate_matches_exact_model,warm_and_initials,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0131-S1,131,2.2.5,sentence,"E_{\mathrm{Jan\ 1},0}=6000\text{ kWh},",src\q2\rolling.py:322#warm_start;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:192#test_deterministic_certificate_matches_exact_model,warm_and_initials,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0132-S1,132,2.2.5,sentence,\],src\q2\rolling.py:322#warm_start;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:192#test_deterministic_certificate_matches_exact_model,warm_and_initials,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0134-S1,134,2.2.5,sentence,而 `result2.xlsx` 的正式输出从 2025 年 2 月 1 日开始。,src\q2\rolling.py:322#warm_start;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:192#test_deterministic_certificate_matches_exact_model,warm_and_initials,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0134-S2,134,2.2.5,sentence,附件 2 虽然给出了完整 1 月负荷与光伏数据，但没有给出 1 月实际储能调度轨迹，因此不能仅由负荷、光伏数据唯一反推出 2 月 1 日 SOC。,src\q2\rolling.py:322#warm_start;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:192#test_deterministic_certificate_matches_exact_model,warm_and_initials,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
Q2F-L0136-S1,136,2.2.5,sentence,为避免在正式评价区间之前额外引入一套复杂的储能调度模型，本文采用透明的初始化假设：**1 月仅用于积累预测历史和构造初始样本外误差，储能不参与主动充放电，SOC 保持题目给定的 6000 kWh。,src\q2\rolling.py:322#warm_start;src\q2\experiments.py:329#run_experiments,src\q2\test_forecast_dispatch.py:192#test_deterministic_certificate_matches_exact_model,warm_and_initials,True,True,processed/experiment_comparison.csv,按最终任务书取消；未运行且不作为论文验收门槛
